text,id,class1,class2,class3,worker1,worker2,worker3,majority_label,agree_strict,agree,label_3times,worker_amt1,worker_amt2,worker_amt3
"Then they can be gay niggers with each other if they desire it so much. They don't need a straight white man to tell them what to do, they aren't slaves anymore. I mean why do they have a bunch of neurotic niggers about it? Do they secretly desire to be slaves again? ",8725236837657502_gab,hatespeech,hatespeech,hatespeech,A2FO6J0H70OW05,AV88K2R595B4O,A1Q9I7VIZZ3RS3,hatespeech,1,1,hatespeech,1,1,1
How brainwashed so many are. To think that #plasticstraws are a bigger threat than #illegalImmigration is simply retarded.  We seriously have a responsibility to educate our citizens because they're so indoctrinated and misinformed by the #FakeNews https://www.prageru.com/videos/should-we-ban-plastic-straws ,8329099132401204_gab,fearspeech,fearspeech,fearspeech,A2HIXQU15MCLMO,A3TTGSUBIK1YCL,A1HMZJ59OPLD1P,fearspeech,1,1,fearspeech,1,1,1
#Europe need to learn from #GenghisKhan and start spreading terror on the #Muslim #refugees as violence is the only thing that the Muslims understand. Genghis Khan knew that very well and it's a shame that he didn't destroy #Islam totallyhttps://www.youtube.com/watch?v=XJqk8-GWBkU,3320651304193029_gab,hatespeech,"hatespeech, fearspeech",fearspeech,AX10VJDUTF7GA,A34L4OHPHNU8ZK,A3TTGSUBIK1YCL,"hatespeech, fearspeech",0,0,,1,1,1
LGBT rights activists defy flags protesters provocation - YouTubeAhh I see. We'll homosexual the British to death. I get it. One more thing. When can we expect Soros Fein to bring up this agenda at one of our weekly Free Palestine marches. https://www.youtube.com/watch?v=V7p5AZtWbV8&t=5svia @GabDissenter,9998001550147489_gab,hatespeech,"hatespeech, fearspeech",normal,AP3TMAKHW9G4P,AV88K2R595B4O,A1Q9I7VIZZ3RS3,hatespeech,0,0,,1,1,1
The Minneapolis city officials are trying to figure how to make downtown Minneapolis safer. Well they can ban niggers downtown after dark. That would be about the only way.,102461022094967805_gab,hatespeech,hatespeech,"hatespeech, fearspeech",A2FQYXUQ7F8IKK,A1CNESCNUMXOJ6,A2JUTTLDE5LGHH,hatespeech,0,1,hatespeech,1,1,1
"I trust the Jew to run a psyop on retards while they co-opt the ""truth"" movement. ",9606676046182674_gab,"hatespeech, fearspeech","hatespeech, fearspeech","hatespeech, fearspeech",A3F8RP193M37U9,A30QFNE9O4DF4D,AQNCH42WD4ITI,"hatespeech, fearspeech",1,1,hatespeech,1,1,1
"French government has paid nearly $600,000 in welfare benefits to Islamic State jihadishttps://www.jihadwatch.org/2017/10/french-government-has-paid-nearly-600000-in-welfare-benefits-to-islamic-state-jihadis",5760347413882744_gab,normal,hatespeech,normal,A3O5DCGZE1T61D,A14BSOU2Y5JNT0,A1ONFAJRN4I11S,normal,0,0,,1,1,1
"Say It Aint So...Illegal immigrants, who dodged California ICE raid after Dem mayor's tip-off, re-arrested for new crimesDeport Them All & Build The Wall.We Do Have A Legal Immigration Process, Just Incase You All Forgot.http://fxn.ws/2IE7cxj #FoxNews",7000934822119642_gab,fearspeech,"hatespeech, fearspeech",hatespeech,A3TTGSUBIK1YCL,A34L4OHPHNU8ZK,ARQR5NIFA1AJ,"hatespeech, fearspeech",0,0,,1,1,1
"""They force THEIR desires upon us""With social media and the worldwide good will of average men & women we might even end up forcing rightfulness and good conduct upon them. That is why we need to keep OUR internet censorship-free in order to assure the information flow steady. We can fix this shit.",4909871010015840_gab,normal,normal,normal,A2ZRL1ZWWXJ0L7,A1KOG5Q6XX0DPU,AEVDGQNTQ0AGE,normal,1,1,normal,1,1,1
Does London's Muslim mayor consider this increase to be just a part of life-a new norm and nothing to do with an increase in Muslim refugee population?  It would be nice to know.‪BBC News - London knife crime rises to four-year high http://www.bbc.com/news/uk-england-london-37412508‬,4345609007868219_gab,fearspeech,fearspeech,hatespeech,A2FO6J0H70OW05,A34LAVR18EPIH5,A3JSUDRKVVV0QK,fearspeech,0,0,,1,1,1
@USMC-DevilDog No I doubt many here want to kill everyone who stands against our views. We need to wake up as many folks as possible. Deport all muslims. And show the others we aren't taking anymore shit. Those that want to fight or kill shall die by the sword. IMO ,3251577203889892_gab,"hatespeech, fearspeech",hatespeech,"hatespeech, fearspeech",A2C6OFU00UCEER,A3LFB7XLW00Q61,AX10VJDUTF7GA,"hatespeech, fearspeech",0,1,hatespeech,1,1,1
The World Health Organisation (WHO) is organising a massive smallpox vaccination programme for millions of Africans. This vaccine contains an admixture of HIV / AIDS so that a Jew-supported population reduction program can begin among the rapidly growing poor black population.#depopulation #jewsterrorist,102537621987664159_gab,hatespeech,"hatespeech, fearspeech",fearspeech,A3O5DCGZE1T61D,A1ONFAJRN4I11S,A3MKQ62CNO0MM8,"hatespeech, fearspeech",0,0,,1,1,1
"So true,Gabi gets it,to a degree,still a little socialist maybe? I like her,a vet,if anyone understands stupid warfare,she is it.I think its funny watching the dems attack pervy guy though.What a creep! So they can push Kamala,now THATS a piece of work there!Cher recalls hug with Joe Biden, says it was 'fine' but cautions him to respect 'women's space' | Fox Newshttps://www.foxnews.com/entertainment/cher-recalls-hug-with-joe-biden-says-it-was-fine-but-cautions-him-to-respect-womens-space via @GabDissenter",10298831753680326_gab,hatespeech,normal,normal,A1Q9I7VIZZ3RS3,A2JUTTLDE5LGHH,A34L4OHPHNU8ZK,normal,0,0,,1,1,1
"Serious question: How often would you say that you interact with blacks below you on the socio-economic ladder?My opinion is based on anecdotal evidence but since part of my job involves collecting demographic information from a sample population, I am almost certain that these numbers are fudged.",5717736313689228_gab,normal,normal,normal,A13THSUF9KLI53,A3O5DCGZE1T61D,ASQ460H8M8OOT,normal,1,1,normal,1,1,1
"Take Assad out. Have the Greater Israel project completed. Then have mk ultra ""suicide bombers"" obliterate Europe. You can all die for all i care. Your kids, too. You don't deserve to live. You are all a bunch of retarded monkeys. You never deserved civilization. Go back up your trees. Over and out.",3992008406766222_gab,fearspeech,hatespeech,"hatespeech, fearspeech",A13THSUF9KLI53,AV88K2R595B4O,A3MKQ62CNO0MM8,"hatespeech, fearspeech",0,0,,1,1,1
To be honest she may be a disgrace and a problem to society but I do not have time to worry about her. The world as we know it is about to end as muslims take over and force sharia law on us infidels in conjunction with the New World Order Time to fight back,3623882205482157_gab,fearspeech,fearspeech,fearspeech,A2ZJAEL03VTZ8,A3JWP6ZBEHJ8AQ,A1HMZJ59OPLD1P,fearspeech,1,1,fearspeech,1,1,1
So a fake jew hiding behind the crimes committed against real jews.... hmmmm saving Israel for last keeps building and building.......,10578769256545109_gab,fearspeech,"hatespeech, fearspeech",hatespeech,A3TTGSUBIK1YCL,A34L4OHPHNU8ZK,A2ZRL1ZWWXJ0L7,"hatespeech, fearspeech",0,0,,1,1,1
"""A Syrian refugee who fled the civil war said he feels at home in a mid Wales seaside town after learning Welsh.""What makes a race is not language but blood.https://www.bbc.co.uk/news/av/uk-wales-49125916/syrian-welsh-learner-we-speak-with-friends-in-both-languages#race #AH #britfam #purity #whitecountry #whitepride",102512148716775403_gab,normal,"hatespeech, fearspeech","hatespeech, fearspeech",A2FQYXUQ7F8IKK,A2JUTTLDE5LGHH,A34L4OHPHNU8ZK,"hatespeech, fearspeech",0,0,,1,1,1
"Alt-right coping: ""Stop black pilling us, relax! Trump's just going to cluster bomb a bunch of towel heads, flee, Assad will take over, and it totally won't cause World War III or anything.""So it's OK if an idiot betrays his core supporters, as long as he betrays us in a half-assed manner. Gotcha. I'm not even sure how half you remember how to breathe.",7211060123775499_gab,hatespeech,hatespeech,"hatespeech, fearspeech",AP3TMAKHW9G4P,A1HMZJ59OPLD1P,A1X84CLJ7N1PLZ,hatespeech,0,1,hatespeech,1,1,1
"Fuck the Jews in Australia. They are Ashkenazis, the fake jews. They cry out victim victim over the Holohoax. Remove these fake jews from this planet and we can all live in peace without bankers and debts.While some Jewish Australians are on the rich list, nearly one in five live in poverty - ABC News (Australian Broadcasting Corporation)https://www.abc.net.au/news/2019-06-23/jewish-australians-on-rich-list-but-one-in-five-in-poverty/11211270 via @GabDissenter",10967427260562512_gab,hatespeech,"hatespeech, fearspeech","hatespeech, fearspeech",A1Q9I7VIZZ3RS3,A1CN4UXQNL22OO,A34L4OHPHNU8ZK,"hatespeech, fearspeech",0,1,hatespeech,1,1,1
"8/ So when it comes to China or North Korea he's letting them know the game rules. ""Hey China if you want to have a trade imbalance with us that's fine but 'what have you done for me lately'. Take care of that bitch North Korea.""",3183090703566143_gab,hatespeech,hatespeech,normal,A1ONFAJRN4I11S,A2MAGMY4JMDD3V,A2ZRL1ZWWXJ0L7,hatespeech,0,0,,1,1,1
"Threats and Terrorism:Users are prohibited from calling for the acts of violence against others, promoting or engaging in self-harm,......  SELF-HARM don't you know what that means?  my god i can't believe you are telling me to kill myself...",10257547453236827_gab,normal,fearspeech,fearspeech,A1ONFAJRN4I11S,A3JSUDRKVVV0QK,A1IL2K0ELYI090,fearspeech,0,0,,1,1,1
"""I will let aliens decide what I am allowed to say; I will vote for my own impoverishment; I will allow our girls to be enslaved and gang-raped; I will consign my descendants to centuries of suffering at the hands of their ethnic adversaries; I will do anything you want; just don't compare me to Adolf Hitler, I can't take that!"" - White People",7920041028796124_gab,hatespeech,hatespeech,fearspeech,AP3TMAKHW9G4P,A14BSOU2Y5JNT0,A1HMZJ59OPLD1P,hatespeech,0,0,,1,1,1
"#Ireland  --  Slave State to the European Union.> Small town forced to take so many mass migrants it increased its population by a third.> Residents afraid to speak up or be called ""racists"". Waiting until you are overwhelmed to speak up? Ok.> Rents in Ireland up 70% over last decade... but always space for mass migrants that hate you, just becuz.> Irish PM offering to take in more than EU quota. Vassals of the Reich.http://www.breitbart.com/london/2018/03/07/people-tiny-irish-town-taking-hundreds-migrants-no-say-scared-called-racist/",7819400528079429_gab,fearspeech,fearspeech,fearspeech,A3JWP6ZBEHJ8AQ,A1ONFAJRN4I11S,A3MKQ62CNO0MM8,fearspeech,1,1,fearspeech,1,1,1
"If any of you American right wingers, are going to do a spree shooting...which won't help the cause right now in anyway....but if you are, will you assholes at least pick a proper target.....Target Jew media or  American politicians or the federal reserve.... That Anti Christian Communist Jew Sarah Silverman,you would think has a bulls eye on her back.....lol.....lmaoDon't target spic common joes and janes ....or hip hoppy africans,,...takeout the real problem....",102578393095489646_gab,"hatespeech, fearspeech","hatespeech, fearspeech",hatespeech,A3F8RP193M37U9,A2JUTTLDE5LGHH,A1Q9I7VIZZ3RS3,"hatespeech, fearspeech",0,1,hatespeech,1,1,1
 @TheGayRepublican <-- These nasty creatures just don't put any effort to read peoples timelines before they do a follow and there's so many things wrong with this faggot that makes it oven worthy. Faggots are pedophiles and there's no room for compromising with this filth.,6549102718764827_gab,"hatespeech, fearspeech",hatespeech,hatespeech,A13THSUF9KLI53,AP3TMAKHW9G4P,A1X84CLJ7N1PLZ,hatespeech,0,1,hatespeech,1,1,1
"Make a big scene it works demand... tell them you need to see a doctor or you will kill yourself.  They will jump through hoops then, waiting in quiet desperation doesn't work. ",4966603910200268_gab,"fearspeech, normal",normal,normal,A3F8RP193M37U9,AV88K2R595B4O,A3HGZDLMCKGPSE,normal,0,1,normal,1,1,1
"This is how you do it. Stop watching, stop buying, stop supporting anyone spouting left retard policies...http://www.breitbart.com/big-journalism/2018/03/01/february-ratings-sean-hannity-top-cnn-chris-cuomo-bottom/ ",6835451120780477_gab,fearspeech,"hatespeech, fearspeech",normal,A3TTGSUBIK1YCL,A3JWP6ZBEHJ8AQ,A2ZRL1ZWWXJ0L7,fearspeech,0,0,,1,1,1
I was asked what jobs were Mexicans taking away from University Grads.  I replied to him why was he being racist against Mexicans. There are plenty of jobs that university grads are qualified for that Mexican immigrants are currently doing. ,3422349504645863_gab,hatespeech,"hatespeech, fearspeech",fearspeech,AX10VJDUTF7GA,A34L4OHPHNU8ZK,A3TTGSUBIK1YCL,"hatespeech, fearspeech",0,0,,1,1,1
So #Gab is retarded when typing into the box. There is a really bad lag. It's because it's uploading everything you type as you type it. Along wth everything you all type too. It's becoming a real ball-ache @support: anything can be done to fix this? It's like a 20 second delay here #Slow,3213946703709112_gab,normal,normal,normal,A3TTGSUBIK1YCL,A1HMZJ59OPLD1P,A376DD71XY793G,normal,1,1,normal,1,1,1
"I know that it is targeted at the white race, and is not Christianity. But religious wars are one good way to distract the majority. ",10519438955918182_gab,"hatespeech, fearspeech",fearspeech,fearspeech,A3F8RP193M37U9,A30VOAZX8XTNGW,AP3TMAKHW9G4P,fearspeech,0,1,fearspeech,1,1,1
"As much as I am angered seeing these refugees invade Europe, America played a big role in destabilizing the middle east. It is very hard for me to judge these people when U.S. war campaigns were likely what caused them to be refugees in the first place. ",4172009207315580_gab,fearspeech,fearspeech,fearspeech,62,A3JWP6ZBEHJ8AQ,63,fearspeech,1,1,fearspeech,0,1,0
"The first thing I think when I meet a new woman is, ‘I wonder how often this broad goes to the gym.’ The answer I arrive at each time is, ‘Not enough.’Women mostly look like wet rag dolls of flab and boobs all wrapped in a fabric casing that cost ten times more than it should. How the fuck is a flannel shirt $89 at American Apparel? Since when did lumberjacks and lesbians spend more than a steak dinner on their work clothes? I don’t know, but it’s happening.",10939349260263556_gab,hatespeech,hatespeech,hatespeech,A3F8RP193M37U9,AV88K2R595B4O,A1Q9I7VIZZ3RS3,hatespeech,1,1,hatespeech,1,1,1
Our priest said that this woman may become a US martyr. She stood on her marriage vows and was killed because of it. May God grant eternal rest to her. Condolences to friends and family. Well wishes for the other 2 women assaulted in the attack.  https://www.catholicnewsagency.com/news/gunman-kills-one-at-catholic-store-in-missouri-26096,9158531841945862_gab,"fearspeech, normal",normal,normal,A1Q9I7VIZZ3RS3,A1KOG5Q6XX0DPU,A47QHTQNUTOVL,normal,0,1,normal,1,1,1
"Allow? The ""N word""? You understand it's just a word... let me ask you again.. why do you self censor? I think context is more important that the word used. If i start spamming nigger nigger nigger mindlessly.. what does that mean? From the context of people in the USA it's a form of hate speech, for me from eastern EU it's just a derogatory word for black African.",8538655435221295_gab,hatespeech,normal,hatespeech,A3O5DCGZE1T61D,A14BSOU2Y5JNT0,A1ONFAJRN4I11S,hatespeech,0,0,,1,1,1
"Just so people are aware, just because I'm a high ranking member of that community, I am a heterosexual, normal male who likes women. I am also currently Pro-MAGA. After all, I was booted from the online portion of their community.",10063664350939767_gab,normal,fearspeech,normal,A3JWP6ZBEHJ8AQ,A3TTGSUBIK1YCL,A15SJZQBR8I3B3,normal,0,0,,1,1,1
"She then went on to rant about how ""they"" hated people like her & wanted to put her back in chains. I didn't respond to her, but I wanted to ask: Are ur rights really so fragile that a few rednecks dancing around with flags are going 2 undo decades of progress since the Civil Rights Movement? (2/2)",4812357809674751_gab,normal,normal,hatespeech,AP3TMAKHW9G4P,A14BSOU2Y5JNT0,A3MKQ62CNO0MM8,normal,0,0,,1,1,1
"White label Cryptocurrency ExchangeCreating a cryptocurrency exchange can take a lot of time and resources, but that’s not the same with a white label cryptocurrency exchange solution. Rebrand ready-to-use cryptocurrency exchanges that are fully customizable to meet your business’s needs with Blockchain App Factory.Check More @ https://www.blockchainappfactory.com/cryptocurrency-exchange-software",102581130455272915_gab,normal,normal,normal,A2ZRL1ZWWXJ0L7,A3O5DCGZE1T61D,A1HMZJ59OPLD1P,normal,1,1,normal,1,1,1
For all the guys out there that say guns make women sexy. ,8511919034866794_gab,normal,normal,normal,AEFJAJ6H67WNU,A1KOG5Q6XX0DPU,A2JUTTLDE5LGHH,normal,1,1,normal,1,1,1
i've notice a trend of far right personalities becoming less militant-- successfully scared off by the jew who destroyed their platforms and income streams.  now they like euphemism.  now they want to be just like Tucker.  now they eschew violence.  they tow the line of whatever the terms of service say.  they must realize this will never work.,8454558834110112_gab,fearspeech,"hatespeech, fearspeech",fearspeech,A2HIXQU15MCLMO,A1KOG5Q6XX0DPU,A1HMZJ59OPLD1P,fearspeech,0,1,fearspeech,1,1,1
"Without a deadly hatred of that which threatens what we love, love is an empty catchword for hippies, queers, and cowards.    -- Rockwell, G. L.",8092272330089362_gab,hatespeech,hatespeech,hatespeech,A14BSOU2Y5JNT0,A2ZRL1ZWWXJ0L7,AX10VJDUTF7GA,hatespeech,1,1,hatespeech,1,1,1
And yet you not only claim that abortion is wrong but that it’s wrong because it means more burgers. I suppose you’re one of these retards who think eating eggs is immoral because killing a chicken fetus is evil but obviously like all braindead lefties killing a human fetus is perfectly fine ,11000856960921913_gab,fearspeech,hatespeech,"hatespeech, fearspeech",A1MXDBILWV8RXN,AV88K2R595B4O,A34L4OHPHNU8ZK,"hatespeech, fearspeech",0,0,,1,1,1
" @andieiamwhoiam These people weren't imported to rape and pillage, pee on the sidewalk. They are a replacement population.This is their report! Governments KNOW THIS!http://www.un.org/en/development/desa/population/publications/ageing/replacement-migration.shtmlhttps://o4anews.com/czech-pm-barbarian-hordes-removed-europe/",8900729539930399_gab,"hatespeech, fearspeech","hatespeech, fearspeech","hatespeech, fearspeech",A39IS26165EUTS,A2HIXQU15MCLMO,ANFE3MX7DI3J6,"hatespeech, fearspeech",1,1,hatespeech,1,1,1
"The gov't here is complicit with the UN, the EU and the arabs in doing everything they can to harm Israel. That includes allowing about 50K invaders from sudan and erytrea to stay and cause chaos. They destroyed south Tel Aviv, so the gov't dispersed them out into the periphery to destroy the rest of the country.",9070214741156759_gab,fearspeech,fearspeech,fearspeech,A3TTGSUBIK1YCL,A1HMZJ59OPLD1P,A2HIXQU15MCLMO,fearspeech,1,1,fearspeech,1,1,1
Joe #Biden is a traitor that should be raped to death in prison!Remember #Extortion17,102395911985330141_gab,hatespeech,hatespeech,hatespeech,A3GCVJINCZ758Y,A3TTGSUBIK1YCL,A1HMZJ59OPLD1P,hatespeech,1,1,hatespeech,1,1,1
"On the left(black &white) a young girl rape and lilled like shit by a mligrantThe daughter of an European Elite who do not even care about her death and want more migrants.On the Right, a French Girl (worst than tchernobil and auschtwitz)Who fighted for her country and lost an eye!(Not for a Jew War meatballs sheeple send in a foreign desert! For Her own Country)#YellowVests#RIC#Liberty",9931692649472443_gab,fearspeech,hatespeech,fearspeech,A2FO6J0H70OW05,AV88K2R595B4O,A2HIXQU15MCLMO,fearspeech,0,0,,1,1,1
There are NO zionists planning to kill all non-zionists. I don't give a shit if they feel the need to be financially successful. Their success only makes my world better.,10601277656783152_gab,normal,normal,normal,AV88K2R595B4O,A14BSOU2Y5JNT0,A3MKQ62CNO0MM8,normal,1,1,normal,1,1,1
don't get fucking sidetracked jews are and always will be the fucking enemy of everyone jews are pure fucking evil you have to wake the fuck up ,8227050731279101_gab,"hatespeech, fearspeech",hatespeech,"hatespeech, fearspeech",A13THSUF9KLI53,AI3DAI65C3XPQ,A2MAGMY4JMDD3V,"hatespeech, fearspeech",0,1,hatespeech,1,1,1
@wocassity that bitch and all her friends need to go..today..to hell. No #libcucks needed to run OUR country?,2423681400662514_gab,normal,"hatespeech, fearspeech",normal,A2HIXQU15MCLMO,A34L4OHPHNU8ZK,A2ZRL1ZWWXJ0L7,normal,0,0,,1,1,1
"""We the People"" means something to so many people who actually give a shit about our country. ""We the People"" stands for our red blooded American loving  equal rights for all patriots who stand for the Flag and kneel for the cross, respect their women, respect freedom of speech, and right to bare arms amongst everything else. ""We the People"" holds a lot of meaning behind it. ",10569873556444371_gab,normal,normal,normal,A1Q9I7VIZZ3RS3,A1GQRJVWSIT2RC,A1KOG5Q6XX0DPU,normal,1,1,normal,1,1,1
It's time for the militias to get ready.  It's obvious we either roll over and take it in the ass while our woman and children are being raped and murders or we giver the fucking invaders and domestic enemies so much heartburn they retreat. ,9065203941111839_gab,hatespeech,"hatespeech, fearspeech",fearspeech,A1Q9I7VIZZ3RS3,A1KOG5Q6XX0DPU,A1HMZJ59OPLD1P,"hatespeech, fearspeech",0,0,,1,1,1
"Another week in #Sweden filled with shootings and explosions .. and in somewhat related news, the police in Uppsala telling women not to go outside alone because it's not safe. Of course, staying at home isn't completely safe either since there's an increasing amount of homes being shot up. So what will the Swedish police recommend next? That people leave the country?",102591775892727688_gab,normal,normal,normal,A2FQYXUQ7F8IKK,A2JUTTLDE5LGHH,A3SR7LK7TH1B6F,normal,1,1,normal,1,1,1
Fuck you EA. Fuck right off.Signed - a white manhttps://clips.twitch.tv/ObservantIronicCheddarImGlitch,8484316834496044_gab,normal,hatespeech,normal,AEFJAJ6H67WNU,A1KOG5Q6XX0DPU,A2JUTTLDE5LGHH,normal,0,0,,1,1,1
"That and leverage, it's the negro version of the hollacost.",9936783549512877_gab,fearspeech,hatespeech,fearspeech,A3TTGSUBIK1YCL,AP3TMAKHW9G4P,A2SUBE14MAZ17P,fearspeech,0,0,,1,1,1
"Some people, their IQ, is so low, they should actually not speak at all.But hey, freedom of speech, means freedom of speech.It's up to us, to tell them how mentally retarded they actually are.",10317658353873969_gab,hatespeech,normal,hatespeech,AX10VJDUTF7GA,A34L4OHPHNU8ZK,A1HMZJ59OPLD1P,hatespeech,0,0,,1,1,1
"15/http://archive.is/6KF4CMIKE SR.'S PAST, CONT'D:However, this IS consistent with a Norwegian, and not a Jew.Many Norwegian immigrants came to North Dakota, and very few Jews. HOWEVER, it still doesn't explain why he would have 'liked' the JEWISH STANDARD (and Chuck Schumer, and why he seemed to have VERY FEW GENTILE FRIENDS!!!)",7050692422507042_gab,normal,normal,normal,A1ONFAJRN4I11S,AP3TMAKHW9G4P,AX10VJDUTF7GA,normal,1,1,normal,1,1,1
"You need to reconsider your statement.  Jesus the man, or Jesus the God, the Christ Consciousness.  But, I don't debate religion.  We either fight together, pagan and Christian, or we are going to be made extinct by the arabs and the Jews, who are able to transcend their religious differences in their mutual quest to destroy Europe and America, and our race. ",8345904332655700_gab,hatespeech,fearspeech,"hatespeech, fearspeech",AP3TMAKHW9G4P,A14BSOU2Y5JNT0,A3MKQ62CNO0MM8,"hatespeech, fearspeech",0,0,,1,1,1
"‘Do not deport us, they will kill us,’ Iranian refugees beg Turkish authoritieshttp://www.hurriyetdailynews.com/do-not-deport-us-they-will-kill-us-iranian-refugees-beg-turkish-authorities-132768",7656883526959271_gab,fearspeech,normal,normal,A2HIXQU15MCLMO,61,63,normal,0,0,,1,0,0
"Wasn't it a false flag attack, perpetrated by actual two muslims?",3418705704627640_gab,fearspeech,"hatespeech, fearspeech",fearspeech,A2ZRL1ZWWXJ0L7,A1KOG5Q6XX0DPU,A3JWP6ZBEHJ8AQ,fearspeech,0,1,fearspeech,1,1,1
"KAMALA HARRIS said Trump is conducting a "".....Campaign of terrorism......"", against illegal aliens.Since I support President Trump's immigration plans and programs..   I PROUDLY ANNOUNCE............I AM A TERRORIST!!👍",102600651602916715_gab,fearspeech,fearspeech,hatespeech,A3TTGSUBIK1YCL,A1HMZJ59OPLD1P,A3MKQ62CNO0MM8,fearspeech,0,0,,1,1,1
"#Delaware: State Trooper's Killer a ""budding #jihadist"", Quoted #Quran During Standoff https://creepingsharia.wordpress.com/2017/05/09/del-state-trooper-killed-by-koran-quoting-muslim/ via @creepingsharia #GabFam #MAGA #News #Muslim #Islam",4276858707633399_gab,fearspeech,"hatespeech, fearspeech","hatespeech, fearspeech",A15SJZQBR8I3B3,A34L4OHPHNU8ZK,APN0SGH1NPXX1,"hatespeech, fearspeech",0,1,fearspeech,1,1,1
"And you thought you had Obama as a leader? That little burnt pretzel???Sniggers...Oprah, would swallow him, whole! His missus literally has more balls. He should be playing in the dirt, like the rest still are. Eight years of forced racism, and here we are. Lock that CUNT up. #auspol #MAGA ",10949314560373764_gab,hatespeech,hatespeech,hatespeech,A14BSOU2Y5JNT0,A2T2C4XGKBOM5J,AX10VJDUTF7GA,hatespeech,1,1,hatespeech,1,1,1
"Once if you linked Molochwood to violence you would be mocked. Now because you dare not see the black demographic 10 to 25 as devoid of human empathy, you blame social media for the abyss of Chicago, Baltimore and a disabled man let to drown in Melbourne. You're a liberal and that's what you do",4924186210055259_gab,normal,normal,fearspeech,A3JWP6ZBEHJ8AQ,A3O5DCGZE1T61D,A1HMZJ59OPLD1P,normal,0,0,,1,1,1
"VIDEO (Language Warning)Catching a Child Sexual Predator Pedophile (married father of 3).....gets caught, shot, & smashed in sting!""He almost raped my little sister""..!https://youtu.be/pbELpTyd_HI#Pizzagate ",10271420953382152_gab,hatespeech,normal,normal,A1Q9I7VIZZ3RS3,A1KOG5Q6XX0DPU,A2JUTTLDE5LGHH,normal,0,0,,1,1,1
"Gruesome Afghan Muslim Rape Marathon in Swedish refugee camp, Socialist-' It's racism to expel them' https://bit.ly/2XT4vDl",102469424207550484_gab,"hatespeech, fearspeech",hatespeech,hatespeech,A3F8RP193M37U9,AV88K2R595B4O,A14BSOU2Y5JNT0,hatespeech,0,1,hatespeech,1,1,1
"Not really. Have you read the Koran and the Hadiths? Have you met many Somali Muslims? I've met several (mostly in U.S. Universities) who told me that homosexuals should be sentenced to death, but that the state should execute them, not independent Muslims. It's the worst ideology possible. And look at what ISIS did (when the USA funded them into power) they threw gays off buildings. So, we're not imagining it.",10067373050987560_gab,fearspeech,fearspeech,normal,A3LFB7XLW00Q61,A3TTGSUBIK1YCL,A15SJZQBR8I3B3,fearspeech,0,0,,1,1,1
"Jews are destroying the world through degeneracy, mass migration, and weaponizing blacks = ""how great your race only is""(?)lol",8432955633835694_gab,"hatespeech, fearspeech",hatespeech,"hatespeech, fearspeech",A3F8RP193M37U9,AV88K2R595B4O,A2T2C4XGKBOM5J,"hatespeech, fearspeech",0,1,hatespeech,1,1,1
A 12-year-old girl was raped by Muslim school principal & 3 Muslim teachers in India. #GabFam #Trump's #MuslimBan #NOMoreMuslimshttp://indianexpress.com/article/india/12-yr-old-girl-raped-by-principal-three-teachers-in-bihar-4477155/,3309776404141507_gab,"hatespeech, fearspeech","hatespeech, fearspeech",fearspeech,A1Q9I7VIZZ3RS3,A2JUTTLDE5LGHH,A3JWP6ZBEHJ8AQ,"hatespeech, fearspeech",0,1,fearspeech,1,1,1
"yes i fucked up i left YHWH  in my trail of discovery like any i trod the trial back but forgot to remove as i came to the conclusion we are gods children , until the jew trys to be a pedophile or trys to groom us ps some one just said more or less , he is the coward he blocked you the wants to say shit knowing you can not reply , what a shit jew trick is that ",7898177828642430_gab,hatespeech,fearspeech,"hatespeech, fearspeech",AI3DAI65C3XPQ,A13THSUF9KLI53,A34L4OHPHNU8ZK,"hatespeech, fearspeech",0,0,,1,1,1
The plot thickens in Poughkeepsie! Local elected officials not informed about refugee arrival https://refugeeresettlementwatch.wordpress.com/2016/11/03/the-plot-thickens-in-poughkeepsie-local-elected-officials-not-informed-about-refugee-arrival/ via @wordpressdotcom,2669924001323354_gab,normal,normal,normal,A2HIXQU15MCLMO,61,63,normal,1,1,normal,1,0,0
"Things that make pavement apes uncomfortable - infinite reasons why humans are digusted by smelly burr-headed sambos.Excerpt from the ape's book: ""MUP DA DOO DIDDA PO MO GUB BIDDA BE DAT TUM MUHFUGEN BIX NOOD COF BIN DUB HO MUHFUGGA""http://www.breitbart.com/sports/2018/01/30/release-date-set-anthem-protester-michael-bennetts-book-things-make-white-people-uncomfortable/",6577390618964525_gab,hatespeech,normal,hatespeech,A3TTGSUBIK1YCL,A34L4OHPHNU8ZK,A2ZRL1ZWWXJ0L7,hatespeech,0,0,,1,1,1
"To all the real women out there who neither give nor take any bullshit, this should make you proud of how you stand apart from your lazier, spiteful, and unfeminine sisters.  Have a laugh at their expense.  After all, you know they're jealous of you and would throw you under the bus if they could.XD",102594383399371895_gab,"hatespeech, fearspeech",fearspeech,hatespeech,A1ONFAJRN4I11S,A3JSUDRKVVV0QK,AX10VJDUTF7GA,"hatespeech, fearspeech",0,0,,1,1,1
